"","MSZoning","LotArea","LotShape","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinType1","TotalBsmtSF","HeatingQC","CentralAir","Electrical","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","FireplaceQu","GarageCars","PavedDrive","SaleType","SaleCondition","SalePrice","numb_add_flr","pool","porch_area","porch_type","Remod"
"1064","RM",6000,"Reg","OldTown","1Fam","3","3",1925,"Gable","TA","3","BrkTil","TA","BLQ",1103,"Gd","Y","SBrkr",1103,"1","0",2,1,"Gd","Typ","AA",2,"Y","WD","Normal",110500,1,"0",286,"multiple","0"
"1065","RL",11000,"IR1","NAmes","1Fam","3","3",1966,"Gable","TA","2","CBlock","TA","BLQ",1154,"Ex","Y","SBrkr",1154,"1","1",3,1,"TA","Typ","BA",2,"Y","WD","Normal",154000,1,"0",58,"open_porch","1"
"1066","RL",14000,"Reg","ClearCr","1Fam","4","3",1996,"Gable","Gd","2","PConc","Ex","GLQ",1306,"Ex","Y","SBrkr",2260,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",328000,2,"0",340,"multiple","0"
"1067","RL",7837,"IR1","Gilbert","1Fam","3","4",1993,"Gable","Gd","2","PConc","Gd","Unf",799,"Gd","Y","SBrkr",1571,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",178000,2,"0",40,"open_porch","0"
"1068","RL",9760,"Reg","NAmes","1Fam","3","3",1964,"Gable","TA","2","CBlock","TA","GLQ",780,"TA","Y","SBrkr",1611,"1","1",4,1,"TA","Typ","No",2,"Y","WD","Normal",167900,2,"0",645,"multiple","1"
"1069","RM",3964,"Reg","MeadowV","TwnhsE","3","2",1973,"Gable","TA","2","CBlock","Gd","ALQ",942,"Gd","Y","SBrkr",2521,"2","1",5,1,"TA","Maj","AA",2,"Y","WD","Normal",151400,2,"0",748,"multiple","1"
"1070","RL",9600,"Reg","NAmes","1Fam","3","4",1949,"Gable","TA","2","CBlock","TA","ALQ",845,"TA","Y","SBrkr",893,"1","0",2,1,"Gd","Typ","No",2,"Y","WD","Normal",135000,1,"0",0,"no","0"
"1071","RL",10152,"Reg","NAmes","1Fam","3","3",1956,"Hip","TA","2","CBlock","TA","BLQ",1048,"TA","Y","SBrkr",1048,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",135000,1,"0",212,"multiple","1"
"1072","RL",11700,"Reg","NWAmes","1Fam","3","3",1968,"Gable","TA","2","CBlock","TA","Rec",727,"Ex","Y","SBrkr",1556,"1","1",4,1,"TA","Typ","No",2,"Y","WD","Normal",154000,2,"0",0,"no","1"
"1073","RL",7585,"Reg","Edwards","1Fam","3","2",1948,"Gable","TA","2","CBlock","Fa","Unf",810,"Fa","Y","Fuse or Mix",1456,"1","0",4,1,"TA","Typ","TA",1,"N or P","WD","Normal",91500,2,"0",0,"no","0"
"1074","RL",7950,"IR1","Edwards","1Fam","3","3",1977,"Hip","TA","2","CBlock","TA","BLQ",690,"TA","Y","SBrkr",1426,"1","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",159500,2,"0",252,"wood_deck","1"
"1075","RL",8556,"Reg","CollgCr","1Fam","4","3",2006,"Gable","Gd","2","PConc","Gd","Unf",1240,"Ex","Y","SBrkr",1240,"2","0",2,1,"Gd","Typ","No",3,"Y","WD","Normal",194000,1,"0",233,"multiple","1"
"1076","RL",13125,"Reg","Crawfor","1Fam","4","3",1940,"Gable","TA","2","CBlock","TA","BLQ",800,"TA","Y","SBrkr",1740,"1","1",3,1,"TA","Typ","AA",1,"Y","Other","Normal",219500,2,"0",0,"no","0"
"1077","RL",10800,"Reg","OldTown","1Fam","3","4",1936,"Gable","TA","2","CBlock","Fa","ALQ",796,"Gd","Y","SBrkr",1466,"2","0",3,1,"Gd","Min","TA",2,"Y","WD","Normal",170000,2,"0",457,"multiple","0"
"1078","RL",15870,"IR1","NAmes","1Fam","3","3",1969,"Gable","TA","2","CBlock","TA","BLQ",1096,"Ex","Y","SBrkr",1096,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Abnorml",138800,1,"0",272,"multiple","1"
"1079","RM",4435,"Reg","CollgCr","TwnhsE","3","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",848,"Ex","Y","SBrkr",848,"1","0",1,1,"Gd","Typ","AA",2,"Y","WD","Normal",155900,1,"0",140,"wood_deck","1"
"1080","RL",8775,"Reg","CollgCr","1Fam","3","3",1994,"Gable","TA","2","PConc","Gd","GLQ",990,"Gd","Y","SBrkr",990,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",126000,1,"0",64,"open_porch","1"
"1081","RL",11040,"Reg","NWAmes","1Fam","3","4",1971,"Gable","Gd","3","CBlock","TA","ALQ",1258,"Ex","Y","SBrkr",1258,"2","0",3,1,"Gd","Typ","No",2,"Y","COD","Abnorml",145000,1,"0",271,"multiple","0"
"1082","RL",7500,"Reg","Sawyer","1Fam","3","3",1963,"Gable","TA","2","CBlock","TA","ALQ",1040,"Fa","Y","SBrkr",1040,"1","1",3,1,"TA","Typ","No",1,"Y","WD","Normal",133000,1,"0",220,"enclosed_porch","1"
"1083","RL",8749,"Reg","CollgCr","1Fam","4","3",2002,"Gable","Gd","2","PConc","Gd","Unf",1459,"Ex","Y","SBrkr",1459,"2","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",192000,1,"0",231,"multiple","1"
"1084","RL",8800,"Reg","NAmes","1Fam","3","3",1964,"Hip","TA","2","CBlock","TA","BLQ",1251,"TA","Y","SBrkr",1251,"1","0",3,1,"TA","Typ","AA",1,"Y","WD","Normal",160000,1,"0",116,"open_porch","1"
"1085","RL",13031,"IR2.5","Gilbert","1Fam","3","3",1995,"Gable","TA","2","PConc","Gd","ALQ",691,"Gd","Y","SBrkr",1498,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",187500,2,"0",359,"multiple","0"
"1086","RL",9069,"Reg","SawyerW","1Fam","3","3",1992,"Gable","TA","2","PConc","Gd","GLQ",936,"Ex","Y","SBrkr",996,"1","0",2,1,"Gd","Typ","No",2,"Y","WD","Normal",147000,1,"0",120,"wood_deck","1"
"1087","RM",1974,"Reg","MeadowV","TwnhsE","2","3",1973,"Gable","TA","2","CBlock","TA","BLQ",546,"TA","Y","SBrkr",1092,"1","1",3,1,"TA","Typ","No",1,"Y","WD","Normal",83500,2,"0",216,"multiple","1"
"1088","FV",10574,"Reg","Somerst","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","Unf",1082,"Ex","Y","SBrkr",1953,"2","1",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",252000,2,"0",210,"multiple","0"
"1089","RM",2522,"Reg","Edwards","Twnhs","4","3",2004,"Gable","Gd","2","PConc","Gd","Unf",970,"Ex","Y","SBrkr",1709,"2","0",3,1,"Gd","Maj","No",2,"Y","WD","Normal",137500,2,"0",40,"open_porch","1"
"1090","FV",3316,"IR1","Somerst","TwnhsE","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1247,"Ex","Y","SBrkr",1247,"1","1",1,1,"Gd","Typ","AA",2,"Y","WD","Normal",197000,1,"0",84,"open_porch","1"
"1091","RL",8544,"Reg","NAmes","Duplex","2","2",1950,"Gable","TA","2","Other","No","No",0,"Fa","N","Fuse or Mix",1040,"2","0",2,2,"TA","Typ","No",2,"Y","WD","Normal",92900,1,"0",0,"no","1"
"1092","FV",2160,"Reg","Somerst","Twnhs","4","3",1999,"Gable","Gd","2","PConc","Gd","BLQ",600,"Ex","Y","SBrkr",1252,"2","1",2,1,"Gd","Typ","No",2,"Y","WD","Normal",160000,2,"0",48,"open_porch","0"
"1093","RL",8400,"Reg","SWISU","1Fam","3","3",1925,"Gable","TA","2","PConc","TA","Rec",1181,"Fa","Y","SBrkr",1694,"2","0",4,1,"TA","Typ","AA",2,"Y","WD","Normal",136500,2,"0",470,"multiple","0"
"1094","RL",9230,"Reg","NAmes","1Fam","3","4",1965,"Hip","TA","2","CBlock","TA","GLQ",864,"Gd","Y","SBrkr",1200,"1","1",1,1,"Gd","Typ","No",2,"Y","WD","Normal",146000,1,"0",64,"open_porch","0"
"1095","RL",5868,"Reg","NAmes","1Fam","3","4",1956,"Gable","TA","2","CBlock","TA","BLQ",936,"Ex","Y","SBrkr",936,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",129000,1,"0",240,"multiple","0"
"1096","RL",9317,"IR1","CollgCr","1Fam","3","3",2006,"Gable","Gd","2","PConc","Gd","GLQ",1314,"Gd","Y","SBrkr",1314,"2","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",176432,1,"0",22,"open_porch","1"
"1097","RM",6882,"Reg","IDOTRR","1Fam","3","4",1914,"Gable","TA","2","PConc","TA","Unf",684,"TA","Y","SBrkr",1355,"1","1",3,1,"Gd","Typ","No",0,"Y","WD","Normal",127000,2,"0",251,"multiple","0"
"1098","RL",3696,"Reg","StoneBr","TwnhsE","4","3",1986,"Gable","Gd","2","CBlock","Gd","Unf",1074,"Ex","Y","SBrkr",1088,"1","1",2,1,"Gd","Typ","No",2,"Y","WD","Normal",170000,1,"0",211,"multiple","1"
"1099","RM",6000,"Reg","BrkSide","1Fam","2","3",1936,"Gable","TA","2","BrkTil","TA","BLQ",672,"TA","Y","SBrkr",1324,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",128000,2,"0",0,"no","0"
"1100","RL",11880,"IR1","NWAmes","1Fam","4","3",1978,"Gable","TA","2","CBlock","Gd","ALQ",1271,"TA","Y","SBrkr",1601,"2","0",3,1,"TA","Typ","TA",2,"Y","COD","Abnorml",157000,1,"0",0,"no","1"
"1101","RL",8400,"Reg","SWISU","1Fam","1","3",1920,"Gable","TA","2","CBlock","TA","Rec",290,"TA","N","Fuse or Mix",438,"1","0",1,1,"Fa","Typ","No",1,"N or P","WD","Normal",60000,1,"0",0,"no","0"
"1102","RL",9758,"IR1","NAmes","1Fam","3","3",1971,"Gable","TA","2","CBlock","TA","BLQ",950,"TA","Y","SBrkr",950,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",119500,1,"0",0,"no","1"
"1103","RL",7000,"Reg","NAmes","1Fam","3","4",1960,"Gable","TA","2","CBlock","TA","Rec",1010,"Ex","Y","SBrkr",1134,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Family",135000,1,"0",16,"open_porch","0"
"1104","RL",8910,"Reg","NAmes","1Fam","3","3",1959,"Hip","TA","2","CBlock","TA","ALQ",655,"Ex","Y","SBrkr",1194,"1","0",3,1,"TA","Typ","BA",2,"Y","WD","Normal",159500,1,"0",192,"enclosed_porch","1"
"1105","RM",2016,"Reg","BrDale","TwnhsE","3","3",1970,"Gable","TA","2","CBlock","TA","Unf",630,"TA","Y","SBrkr",1302,"2","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",106000,2,"0",0,"no","1"
"1106","RL",12256,"IR1","NoRidge","1Fam","4","3",1994,"Gable","Gd","2","PConc","Ex","GLQ",1463,"Ex","Y","SBrkr",2622,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",325000,2,"0",218,"multiple","0"
"1107","RL",10357,"IR1","SawyerW","1Fam","4","3",1990,"Hip","Gd","2","PConc","Gd","GLQ",910,"Gd","Y","SBrkr",1442,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",179900,1,"0",244,"open_porch","0"
"1108","RL",23257,"IR2.5","Gilbert","1Fam","4","3",2006,"Gable","Gd","2","PConc","Ex","Unf",868,"Ex","Y","SBrkr",2021,"2","1",3,1,"Gd","Typ","AA",2,"Y","New","Partial",274725,2,"0",100,"open_porch","1"
"1109","RL",8063,"Reg","Gilbert","1Fam","3","3",2000,"Gable","TA","2","PConc","Gd","Unf",924,"Ex","Y","SBrkr",1690,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Abnorml",181000,2,"0",148,"multiple","1"
"1110","RL",11362,"IR1","NridgHt","1Fam","4","3",2004,"Gable","Gd","2","PConc","Ex","GLQ",1836,"Ex","Y","SBrkr",1836,"2","0",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",280000,1,"0",310,"multiple","0"
"1111","RL",8000,"Reg","Gilbert","1Fam","3","3",1995,"Gable","TA","2","PConc","Gd","GLQ",773,"Gd","Y","SBrkr",1658,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",188000,2,"0",308,"multiple","0"
"1112","RL",10480,"Reg","NWAmes","1Fam","4","3",1976,"Hip","TA","2","CBlock","TA","ALQ",803,"TA","Y","SBrkr",1964,"2","1",4,1,"TA","Typ","AA",2,"Y","WD","Normal",205000,2,"0",69,"open_porch","1"
"1113","RL",7100,"IR1","NAmes","1Fam","3","4",1957,"Gable","TA","2","CBlock","TA","GLQ",816,"TA","Y","Fuse or Mix",816,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",129900,1,"0",0,"no","1"
"1114","RL",8923,"Reg","NAmes","1Fam","3","4",1953,"Gable","TA","2","CBlock","TA","BLQ",1008,"Gd","Y","SBrkr",1008,"1","0",2,1,"Gd","Typ","No",1,"Y","WD","Normal",134500,1,"0",18,"open_porch","0"
"1115","RL",5400,"Reg","OldTown","1Fam","3","4",1954,"Gable","TA","3","CBlock","TA","Rec",833,"Ex","Y","SBrkr",833,"1","0",2,1,"Gd","Typ","No",1,"Y","WD","Normal",117000,1,"0",0,"no","0"
"1116","RL",12085,"Reg","NridgHt","1Fam","4","3",2007,"Hip","Gd","2","PConc","Ex","GLQ",1734,"Ex","Y","SBrkr",1734,"2","0",3,1,"Ex","Typ","AA",3,"Y","New","Partial",318000,1,"0",0,"no","1"
"1117","RL",7750,"Reg","Gilbert","1Fam","4","3",2002,"Hip","Gd","2","PConc","Gd","GLQ",408,"Ex","Y","SBrkr",1419,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",184100,2,"0",120,"wood_deck","1"
"1118","RL",9764,"IR1","Sawyer","1Fam","3","4",1967,"Gable","TA","2","CBlock","TA","BLQ",894,"Ex","Y","SBrkr",894,"1","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",130000,1,"0",0,"no","0"
"1119","RL",13825,"Reg","Sawyer","1Fam","3","3",1958,"Gable","TA","3","CBlock","TA","Unf",533,"TA","Y","SBrkr",1601,"1","0",3,1,"TA","Min","No",1,"Y","WD","Normal",140000,2,"0",314,"multiple","0"
"1120","RL",7560,"Reg","NAmes","1Fam","3","3",1959,"Gable","TA","2","CBlock","TA","LwQ",1040,"TA","Y","Fuse or Mix",1040,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",133700,1,"0",392,"multiple","1"
"1121","RM",8263,"Reg","IDOTRR","1Fam","3","3",1920,"Gable","TA","2","BrkTil","TA","Unf",1012,"TA","Y","Fuse or Mix",1012,"1","0",2,1,"TA","Typ","AA",1,"Y","WD","Normal",118400,1,"0",134,"multiple","0"
"1122","RL",10084,"Reg","CollgCr","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1552,"Ex","Y","SBrkr",1552,"2","0",3,1,"Gd","Typ","No",3,"Y","New","Partial",212900,1,"0",164,"multiple","0"
"1123","RL",8926,"IR1","Edwards","1Fam","2","2",1956,"Gable","TA","2","CBlock","TA","Unf",672,"Ex","Y","Fuse or Mix",960,"1","0",3,1,"TA","Typ","No",1,"Y","COD","Abnorml",112000,1,"0",224,"multiple","1"
"1124","RL",9405,"Reg","Edwards","1Fam","3","5",1947,"Hip","TA","3","CBlock","TA","Unf",698,"Ex","Y","SBrkr",698,"1","0",2,1,"TA","Typ","No",0,"Y","WD","Normal",118000,1,"0",200,"open_porch","0"
"1125","RL",9125,"IR1","Gilbert","1Fam","4","3",1992,"Gable","TA","2","PConc","Gd","Unf",384,"Gd","Y","SBrkr",1482,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",163900,2,"0",125,"multiple","1"
"1126","RL",10434,"Reg","NAmes","1Fam","2","3",1955,"Gable","TA","2","CBlock","TA","Unf",1005,"TA","Y","SBrkr",1005,"1","0",2,1,"Fa","Typ","TA",2,"Y","WD","Normal",115000,1,"0",0,"no","1"
"1127","RL",3684,"Reg","Blmngtn","TwnhsE","4","3",2007,"Hip","Gd","2","PConc","Gd","Unf",1373,"Ex","Y","SBrkr",1555,"2","0",2,1,"Gd","Typ","TA",3,"Y","WD","Normal",174000,1,"0",163,"multiple","1"
"1128","RL",14572,"IR2.5","Gilbert","1Fam","4","3",2004,"Hip","Gd","2","PConc","Gd","GLQ",1530,"Ex","Y","SBrkr",1530,"2","0",3,1,"Gd","Typ","AA",3,"Y","WD","Family",259000,1,"0",180,"multiple","1"
"1129","RL",11796,"IR1","Gilbert","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","Unf",847,"Ex","Y","SBrkr",1959,"2","1",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",215000,2,"0",148,"multiple","0"
"1130","RM",7200,"Reg","OldTown","Duplex","3","3",1980,"Gable","TA","2","CBlock","Gd","GLQ",936,"TA","Y","SBrkr",936,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",140000,1,"0",49,"wood_deck","1"
"1131","RL",7804,"Reg","SWISU","1Fam","2","2",1928,"Gable","TA","2","BrkTil","TA","BLQ",1122,"TA","Y","SBrkr",1981,"2","0",4,1,"Gd","Min","TA",2,"Y","WD","Normal",135000,2,"0",475,"multiple","0"
"1132","RL",10712,"Reg","Mitchel","1Fam","3","3",1991,"Gable","TA","2","PConc","Gd","BLQ",974,"TA","Y","SBrkr",974,"1","0",3,1,"TA","Typ","No",0,"Y","Other","Abnorml",93500,1,"0",28,"open_porch","0"
"1133","RM",9900,"Reg","OldTown","1Fam","3","2",1880,"Gable","TA","2","BrkTil","TA","Unf",1008,"TA","Y","SBrkr",2210,"2","0",5,1,"Fa","Typ","No",1,"N or P","WD","Normal",117500,2,"0",48,"open_porch","0"
"1134","RL",9828,"IR1","SawyerW","1Fam","4","3",1995,"Gable","Gd","2","PConc","Gd","GLQ",1128,"Ex","Y","SBrkr",2020,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",239500,2,"0",155,"open_porch","1"
"1135","RL",8773,"IR1","Gilbert","1Fam","3","3",1997,"Gable","TA","2","PConc","Gd","Unf",916,"Gd","Y","SBrkr",1600,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",169000,2,"0",138,"multiple","1"
"1136","RM",6180,"Reg","BrkSide","1Fam","3","3",1926,"Gable","TA","2","BrkTil","TA","Unf",960,"TA","N","SBrkr",986,"1","0",2,1,"TA","Typ","AA",1,"Y","WD","Normal",102000,1,"0",128,"open_porch","0"
"1137","RL",9600,"Reg","NAmes","1Fam","3","3",1950,"Gable","TA","2","CBlock","TA","BLQ",1032,"TA","Y","Fuse or Mix",1252,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Abnorml",119000,2,"0",96,"enclosed_porch","1"
"1138","RL",6342,"Reg","Sawyer","1Fam","3","4",1875,"Gable","TA","3","CBlock","TA","Unf",780,"Gd","N","SBrkr",1020,"1","0",2,1,"TA","Typ","No",0,"N or P","WD","Normal",94000,2,"0",176,"enclosed_porch","0"
"1139","RL",9819,"IR1","Mitchel","1Fam","3","3",1977,"Gable","TA","2","PConc","TA","ALQ",1567,"TA","Y","SBrkr",1567,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",196000,1,"0",296,"multiple","1"
"1140","RL",8731,"IR1","BrkSide","1Fam","3","3",1920,"Gable","TA","1","BrkTil","TA","BLQ",915,"TA","Y","SBrkr",1167,"1","0",3,1,"TA","Maj","AA",2,"Y","WD","Normal",144000,1,"0",342,"multiple","0"
"1141","RL",7350,"Reg","NAmes","1Fam","3","4",1951,"Gable","TA","2","CBlock","TA","ALQ",952,"TA","Y","SBrkr",952,"1","0",2,1,"TA","Typ","No",2,"Y","COD","Abnorml",139000,1,"0",0,"no","1"
"1142","RL",10304,"IR1","NWAmes","1Fam","3","4",1976,"Gable","TA","3","CBlock","TA","ALQ",780,"Ex","Y","SBrkr",1868,"2","1",4,1,"Gd","Typ","TA",2,"Y","WD","Normal",197500,2,"0",544,"multiple","1"
"1143","RL",9965,"Reg","CollgCr","1Fam","4","3",2006,"Hip","Gd","2","PConc","Ex","GLQ",1466,"Ex","Y","SBrkr",2828,"3","0",4,1,"Gd","Typ","TA",3,"Y","New","Partial",424870,2,"0",269,"multiple","0"
"1144","RL",9000,"Reg","Sawyer","1Fam","3","2",1959,"Gable","TA","2","CBlock","TA","GLQ",1006,"TA","Y","SBrkr",1006,"1","0",3,1,"TA","Typ","No",0,"Y","WD","Normal",80000,1,"0",24,"open_porch","1"
"1145","RL",12180,"Reg","Edwards","2fmCon","2","2",1941,"Gable","TA","1","BrkTil","Gd","BLQ",672,"Fa","N","Fuse or Mix",924,"1","0",2,1,"Fa","Typ","No",1,"Y","WD","Normal",80000,2,"0",0,"no","0"
"1146","RM",6240,"Reg","BrkSide","1Fam","3","3",1928,"Gable","TA","2","BrkTil","TA","Unf",1042,"Ex","Y","SBrkr",1576,"1","0",3,1,"TA","Typ","AA",1,"Y","WD","Family",149000,2,"0",0,"no","0"
"1147","RL",11200,"Reg","SawyerW","1Fam","3","3",1985,"Gable","Gd","2","CBlock","Gd","GLQ",1298,"TA","Y","SBrkr",1298,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",180000,1,"0",191,"multiple","1"
"1148","RL",12000,"Reg","Crawfor","1Fam","4","4",1941,"Gable","TA","2","CBlock","TA","Rec",704,"Ex","Y","SBrkr",1564,"1","1",3,1,"Fa","Typ","AA",1,"Y","WD","Normal",174500,2,"0",0,"no","0"
"1149","RM",5700,"Reg","OldTown","1Fam","4","4",1926,"Gable","TA","2","PConc","TA","Unf",572,"TA","Y","SBrkr",1111,"1","0",2,1,"TA","Typ","AA",1,"Y","WD","Normal",116900,2,"0",176,"enclosed_porch","0"
"1150","RM",9000,"Reg","OldTown","1Fam","4","5",1920,"Hip","TA","3","PConc","TA","ALQ",650,"Ex","Y","SBrkr",1482,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",143000,2,"0",0,"no","0"
"1151","RL",8280,"IR1","NAmes","1Fam","3","3",1950,"Gable","TA","2","CBlock","TA","Unf",932,"Ex","Y","Fuse or Mix",932,"1","0",2,1,"Gd","Typ","AA",1,"Y","WD","Normal",124000,1,"0",214,"enclosed_porch","1"
"1152","RL",17755,"Reg","Edwards","1Fam","3","2",1959,"Gable","TA","2","CBlock","TA","BLQ",1466,"TA","Y","SBrkr",1466,"1","1",3,1,"Fa","Typ","AA",2,"Y","WD","Normal",149900,1,"0",240,"multiple","1"
"1153","RL",14115,"IR1","Crawfor","1Fam","3","4",1956,"Gable","TA","2","PConc","TA","ALQ",1073,"Ex","Y","SBrkr",1811,"1","0",2,1,"Ex","Typ","AA",2,"Y","WD","Abnorml",230000,1,"0",280,"enclosed_porch","0"
"1154","RM",5890,"Reg","IDOTRR","1Fam","3","4",1930,"Gable","Gd","3","BrkTil","TA","ALQ",816,"Ex","Y","SBrkr",816,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",120500,1,"0",96,"enclosed_porch","0"
"1155","RL",13700,"IR1","NAmes","1Fam","4","3",1965,"Gable","TA","2","CBlock","TA","ALQ",864,"TA","Y","SBrkr",1820,"1","2",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",201800,2,"0",417,"multiple","0"
"1156","RL",10768,"IR1","Veenker","1Fam","3","4",1976,"Gable","Gd","3","CBlock","Gd","ALQ",1437,"TA","Y","SBrkr",1437,"2","0",3,1,"Gd","Typ","BA",2,"Y","WD","Normal",218000,1,"0",201,"multiple","0"
"1157","RL",9350,"Reg","NAmes","1Fam","3","4",1965,"Gable","TA","3","PConc","TA","ALQ",1219,"Gd","Y","SBrkr",1265,"2","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",179900,1,"0",188,"multiple","0"
"1158","RL",5001,"IR1","NridgHt","Twnhs","4","3",2007,"Gable","Gd","2","PConc","Gd","GLQ",1314,"Ex","Y","SBrkr",1314,"2","0",2,1,"Gd","Typ","AA",2,"Y","WD","Normal",230000,1,"0",234,"multiple","0"
"1159","RL",11932,"Reg","Somerst","1Fam","4","3",2007,"Gable","Gd","2","PConc","Gd","Unf",1580,"Ex","Y","SBrkr",1580,"2","0",3,1,"Gd","Typ","No",3,"Y","Other","Partial",235128,1,"0",24,"open_porch","0"
"1160","RL",9120,"Reg","NWAmes","1Fam","3","3",1974,"Hip","Gd","2","CBlock","TA","ALQ",901,"TA","Y","SBrkr",1876,"2","1",4,1,"Gd","Typ","TA",2,"Y","WD","Normal",185000,2,"0",69,"open_porch","1"
"1161","RL",2280,"Reg","NPkVill","Twnhs","3","3",1978,"Gable","TA","2","CBlock","Gd","ALQ",855,"Fa","Y","SBrkr",1456,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",146000,2,"0",26,"wood_deck","1"
"1162","RL",14778,"IR1","Crawfor","1Fam","3","4",1954,"Hip","Gd","2","CBlock","TA","BLQ",1296,"Ex","Y","SBrkr",1640,"1","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",224000,1,"0",324,"multiple","0"
"1163","RL",8724,"Reg","Sawyer","1Fam","3","3",1968,"Gable","TA","2","CBlock","Gd","BLQ",894,"Gd","Y","SBrkr",894,"1","0",3,1,"TA","Typ","BA",2,"Y","WD","Normal",129000,1,"0",0,"no","1"
"1164","RL",12900,"Reg","Sawyer","Duplex","2","2",1969,"Gable","TA","2","CBlock","Gd","GLQ",1198,"TA","Y","SBrkr",1258,"0","2",0,2,"TA","Typ","No",2,"Y","WD","Other",108959,1,"0",120,"wood_deck","1"
"1165","RL",16157,"IR1","Veenker","1Fam","3","4",1978,"Gable","TA","2","PConc","Gd","ALQ",1360,"Ex","Y","SBrkr",1432,"1","1",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",194000,1,"0",348,"multiple","1"
"1166","RL",9541,"IR1","NridgHt","1Fam","4","3",2009,"Gable","Gd","2","PConc","Gd","Unf",1502,"Ex","Y","SBrkr",1502,"2","0",3,1,"Gd","Typ","No",2,"Y","New","Partial",233170,1,"0",114,"open_porch","1"
"1167","RL",10475,"IR1","CollgCr","1Fam","4","3",2008,"Gable","Gd","2","PConc","Gd","Unf",1694,"Ex","Y","SBrkr",1694,"2","0",3,1,"Gd","Typ","No",3,"Y","WD","Normal",245350,1,"0",193,"multiple","1"
"1168","RL",10852,"IR1","Gilbert","1Fam","3","3",2000,"Gable","TA","2","PConc","Gd","GLQ",959,"Ex","Y","SBrkr",1671,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",173000,2,"0",38,"open_porch","1"
"1169","RL",13728,"Reg","Edwards","1Fam","3","4",1935,"Hip","TA","2","CBlock","TA","Rec",1127,"Ex","Y","SBrkr",2108,"2","0",4,1,"Gd","Typ","TA",2,"Y","WD","Normal",235000,2,"0",90,"screen_porch","0"
"1170","RL",35760,"IR1","NoRidge","1Fam","5","3",1995,"Hip","Gd","3","PConc","Ex","GLQ",1930,"Ex","Y","SBrkr",3627,"3","1",4,1,"Gd","Typ","TA",3,"Y","WD","Normal",625000,2,"0",437,"multiple","0"
"1171","RL",9880,"Reg","Mitchel","1Fam","3","3",1977,"Gable","TA","2","CBlock","TA","ALQ",1096,"TA","Y","SBrkr",1118,"1","0",3,1,"TA","Typ","BA",1,"Y","WD","Normal",171000,1,"1",203,"wood_deck","1"
